run_id,code_commit,config_ref,config_sha256,seed,status,U,S,H,ZS,selected_iteration,pair_count,selector_bias,test_used_for_selection,output_uri,decision
RUN-001,e55446f99dc10552782853a2216d86b5cda9038e,experiments/v2/innovation/INNOVATION-087_mhps/configs/RUN-001.yaml,e0489f95721333d1536f8ba05cb66f1552436e43fd4f1675f5dfeb1b27bd5815,5,failed_runtime,,,,,,,,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-087_mhps/RUN-001,engineering_retry_no_count
RUN-001-RERUN,4d4655f4ec2487e3864455ac30e601cf00df9869,experiments/v2/innovation/INNOVATION-087_mhps/configs/RUN-001.yaml,e0489f95721333d1536f8ba05cb66f1552436e43fd4f1675f5dfeb1b27bd5815,5,completed,76.843750,79.966521,78.374042,84.016234,141,608,0.033485,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-087_mhps/RUN-001-RERUN,drop_below_top3
