run_id,code_commit,config_ref,config_sha256,seed,status,U,S,H,ZS,selected_iteration,pair_count,selector_bias,test_used_for_selection,output_uri,decision
RUN-001,35e61afe17eec36403917139fb1dec964959ff8f,experiments/v2/innovation/INNOVATION-068_tgwps/configs/RUN-001.yaml,ecf46619f5deabfb90917595379652cb8814e0ea8d250003968480bd7e7ac33b,5,invalid_contract,,,,,,,,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-068_tgwps/RUN-001,engineering_rerun_no_budget
RUN-001-RERUN-001,5c03e267dd1267f0dcb17bc7c8dde80e94839fb5,experiments/v2/innovation/INNOVATION-068_tgwps/configs/RUN-001.yaml,ecf46619f5deabfb90917595379652cb8814e0ea8d250003968480bd7e7ac33b,5,completed,76.808137,79.959720,78.352250,83.948439,1128,4041,0.061004,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-068_tgwps/RUN-001-RERUN-001,drop_below_agct_retain_patch_free_secondary
