run_id,code_commit,config_ref,config_sha256,seed,status,U,S,H,ZS,selected_iteration,pair_count,selector_bias,test_used_for_selection,output_uri,decision
RUN-001,b2148d8645f498f3f7549b87cbe4f4b440c9a45a,experiments/v2/innovation/INNOVATION-074_rsnps/configs/RUN-001.yaml,243f3bc1d43f9395f0ac30b344de29caea2c1b864570b7b835370f9c91b89b14,5,completed,76.876497,80.143785,78.476148,84.015107,846,4691,0.037859,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-074_rsnps/RUN-001,keep_test_seed7
RUN-002,,experiments/v2/innovation/INNOVATION-074_rsnps/configs/RUN-002.yaml,e703efcf6c0061df55d3d6aa56784a5eb5f5ca15187aceb6e729b41e08a25425,7,planned,,,,,,,,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-074_rsnps/RUN-002,pending
