run_id,code_commit,config_ref,config_sha256,seed,status,U,S,H,ZS,selected_iteration,pair_count,selector_bias,test_used_for_selection,output_uri,decision
RUN-001,b4af5f3cceb0c843c667bf6a619928ce535b8c07,experiments/v2/innovation/INNOVATION-069_sgwps/configs/RUN-001.yaml,1d14da345cd2cfc53562c4739f0a76ba55680fe39553e91596a8f28799ae1b19,5,completed,76.747000,80.059719,78.368367,83.953977,423,4041,0.017287,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-069_sgwps/RUN-001,keep_patch_free_test_seed7
RUN-002,,experiments/v2/innovation/INNOVATION-069_sgwps/configs/RUN-002.yaml,ade1319da25a61f8e7912afadd45c29dee2547d825ba9a7d196dd281415622b9,7,planned,,,,,,,,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-069_sgwps/RUN-002,pending
