run_id,code_commit,config_ref,config_sha256,seed,status,U,S,H,ZS,selected_iteration,pair_count,selector_bias,test_used_for_selection,output_uri,decision
RUN-001,a949408ae329f47a9488e3b2a09d89fbddf7ed3a,experiments/v2/innovation/INNOVATION-093_edps/configs/RUN-001.yaml,54d0ad87ff36d3894b29dc8c252ebb9dbcb022d6db785fbb1b92ffd42d8b36f6,5,failed_runtime,,,,,,,,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-093_edps/RUN-001,engineering_retry_no_count
RUN-001-RERUN,cef2f96d1e5849756b0695f05a5cfec0c79b8885,experiments/v2/innovation/INNOVATION-093_edps/configs/RUN-001.yaml,54d0ad87ff36d3894b29dc8c252ebb9dbcb022d6db785fbb1b92ffd42d8b36f6,5,failed_runtime,,,,,,,,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-093_edps/RUN-001-RERUN,close_after_second_engineering_failure_no_count
