run_id,code_commit,config_ref,config_sha256,seed,status,U,S,H,ZS,selected_iteration,learned_beta,test_used_for_selection,output_uri,decision
RUN-001,5656b83593d9cc95a080256e3650d924f55f684d,experiments/v2/innovation/INNOVATION-029_oclr/configs/RUN-001.yaml,e3c38fb207cbe59b309cbe97ed1477195c86a30954809ff2f2cb733a47fc3c4d,5,completed,77.094042,79.075468,78.072185,84.185731,2679,11.875345,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-029_oclr/RUN-001,promote_strong_candidate
RUN-002,bd68fbeea847e900579c6b0d370e82f493e8e88f,experiments/v2/innovation/INNOVATION-029_oclr/configs/RUN-002.yaml,ce87eb1e152ed571a519681c91e8750ca10cd153121406999a48060278850e90,7,completed,77.127939,78.964353,78.035343,84.219629,141,11.806527,true,/data/lby/projects/cv_project/GZSL_Warehouse/innovation/v2/INNOVATION-029_oclr/RUN-002,keep_reliability_confirmed
